$ Get data for 420:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:48:51 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA420           Cougar Mountain
WA420       0104   7     11.00
WA420       0104   8     24.00
WA420       0104   9     33.00
WA420       0104  10     34.00
WA420       0104  11     33.00
WA420       0104  12     33.00
WA420       0104  13     34.00
WA420       0104  14     36.00
WA420       0104  15     34.00
WA420       0104  16     30.00
WA420       0104  17     33.00
WA420       0104  18     31.00
WA420       0104  19     30.00
WA420       0104  20     29.00
WA420       0104  21     30.00
WA420       0104  22     32.00
WA420       0104  23     33.00
WA420       0104  24     26.00
WA420       0104  25     26.00
WA420       0104  26     29.00
WA420       0104  27     31.00
WA420       0104  28     32.00
WA420       0104  29     37.00
WA420       0104  30     27.00
WA420       0104  31     27.00
WA420       0204   1     27.00
WA420       0204   2     25.00
WA420       0204   3     28.00
WA420       0204   4     24.00
WA420       0204   5     24.00
WA420       0204   6     29.00
WA420       0204   7     29.00
WA420       0204   8     29.00
WA420       0204   9     24.00
WA420       0204  10     29.00
WA420       0204  11     34.00
WA420       0204  12     33.00
WA420       0204  13     29.00
WA420       0204  14     28.00
WA420       0204  15     29.00
WA420       0204  16     32.00
WA420       0204  17     30.00
WA420       0204  18     31.00
WA420       0204  19     29.00
WA420       0204  20     28.00
WA420       0204  21     33.00
WA420       0204  22     33.00
WA420       0204  23     35.00
WA420       0204  24     29.00
WA420       0204  25     31.00
WA420       0204  26     31.00
WA420       0204  27     32.00
WA420       0204  28     31.00
WA420       0204  29     30.00
WA420       0304   1     29.00
WA420       0304   2     27.00
WA420       0304   3     29.00
WA420       0304   4     29.00
WA420       0304   5     27.00
WA420       0304   6     27.00
WA420       0304   7     32.00
WA420       0304   8     40.00
WA420       0304   9     33.00
WA420       0304  10     30.00
WA420       0304  11     33.00
WA420       0304  12     29.00
WA420       0304  13     28.00
WA420       0304  14     33.00
WA420       0304  15     31.00
WA420       0304  16     33.00
WA420       0304  17     32.00
WA420       0304  18     27.00
WA420       0304  19     27.00
WA420       0304  20     30.00
WA420       0304  21     42.00
WA420       0304  22     37.00
WA420       0304  23     34.00
WA420       0304  24     31.00
WA420       0304  25     31.00
WA420       0304  26     30.00
WA420       0304  27     32.00
WA420       0304  28     30.00
WA420       0304  29     38.00
WA420       0304  30     28.00
WA420       0304  31     27.00
WA420       0404   1     26.00
WA420       0404   2     31.00
WA420       0404   3     39.00
WA420       0404   4     30.00
WA420       0404   5     33.00
WA420       0404   6     35.00
WA420       0404   7     35.00
WA420       0404   8     32.00
WA420       0404   9     36.00
WA420       0404  10     49.00
WA420       0404  11     44.00
WA420       0404  12     36.00
WA420       0404  13     36.00
WA420       0404  14     33.00
WA420       0404  15     32.00
WA420       0404  16     32.00
WA420       0404  17     33.00
WA420       0404  18     32.00
WA420       0404  19     31.00
WA420       0404  20     32.00
WA420       0404  21     31.00
WA420       0404  22     34.00
WA420       0404  23     33.00
WA420       0404  24     30.00
WA420       0404  25     35.00
WA420       0404  26     50.00
WA420       0404  27     31.00
WA420       0404  28     32.00
WA420       0404  29     36.00
WA420       0404  30     51.00
WA420       0504   1     46.00
WA420       0504   2     41.00
WA420       0504   3     41.00
WA420       0504   4     37.00
WA420       0504   5     33.00
WA420       0504   6     34.00
WA420       0504   7     40.00
WA420       0504   8     37.00
WA420       0504   9     35.00
WA420       0504  10     34.00
WA420       0504  11     35.00
WA420       0504  12     37.00
WA420       0504  13     36.00
WA420       0504  14     38.00
WA420       0504  15     39.00
WA420       0504  16     39.00
WA420       0504  17     38.00
WA420       0504  18     43.00
WA420       0504  19     40.00
WA420       0504  20     42.00
WA420       0504  21     40.00
WA420       0504  22     40.00
WA420       0504  23     40.00
WA420       0504  24     40.00
WA420       0504  25     41.00
WA420       0504  26     43.00
WA420       0504  27     38.00
WA420       0504  28     36.00
WA420       0504  29     37.00
WA420       0504  30     39.00
WA420       0504  31     36.00
WA420       0604   1     36.00
WA420       0604   2     41.00
WA420       0604   3     47.00
WA420       0604   4     47.00
WA420       0604   5     40.00
WA420       0604   6     40.00
WA420       0604   7     40.00
WA420       0604   8     44.00
WA420       0604   9     46.00
WA420       0604  10     38.00
WA420       0604  11     37.00
WA420       0604  12     39.00
WA420       0604  13     39.00
WA420       0604  14     38.00
WA420       0604  15     35.00
WA420       0604  16   -999.00
WA420       0604  17     54.00
WA420       0604  18     54.00
WA420       0604  19     53.00
WA420       0604  20     52.00
WA420       0604  21     55.00
WA420       0604  22     53.00
WA420       0604  23     51.00
WA420       0604  24     50.00
WA420       0604  25     50.00
WA420       0604  26     48.00
WA420       0604  27     48.00
WA420       0604  28     46.00
WA420       0604  29     48.00
WA420       0604  30     49.00
WA420       0704   1     50.00
WA420       0704   2     49.00
WA420       0704   3     50.00
WA420       0704   4     48.00
WA420       0704   5     48.00
WA420       0704   6     44.00
WA420       0704   7     43.00
WA420       0704   8     46.00
WA420       0704   9     46.00
WA420       0704  10     47.00
WA420       0704  11     44.00
WA420       0704  12     49.00
WA420       0704  13     55.00
WA420       0704  14     55.00
WA420       0704  15     52.00
WA420       0704  16     50.00
WA420       0704  17     56.00
WA420       0704  18     56.00
WA420       0704  19     54.00
WA420       0704  20     52.00
WA420       0704  21     51.00
WA420       0704  22     54.00
WA420       0704  23     66.00
WA420       0704  24     61.00
WA420       0704  25     51.00
WA420       0704  26     50.00
WA420       0704  27     51.00
WA420       0704  28     55.00
WA420       0704  29     54.00
WA420       0704  30     52.00
WA420       0704  31     53.00
WA420       0804   1     52.00
WA420       0804   2     52.00
WA420       0804   3     50.00
WA420       0804   4     51.00
WA420       0804   5     48.00
WA420       0804   6     48.00
WA420       0804   7     49.00
WA420       0804   8     50.00
WA420       0804   9     63.00
WA420       0804  10     60.00
WA420       0804  11     57.00
WA420       0804  12     59.00
WA420       0804  13     56.00
WA420       0804  14     60.00
WA420       0804  15     56.00
WA420       0804  16     55.00
WA420       0804  17     54.00
WA420       0804  18     52.00
WA420       0804  19     55.00
WA420       0804  20     55.00
WA420       0804  21     54.00
WA420       0804  22     48.00
WA420       0804  23     48.00
WA420       0804  24     50.00
WA420       0804  25     49.00
WA420       0804  26     49.00
WA420       0804  27     50.00
WA420       0804  28     50.00
WA420       0804  29     52.00
WA420       0804  30     52.00
WA420       0804  31     53.00
WA420       0904   1     45.00
WA420       0904   2     45.00
WA420       0904   3     44.00
WA420       0904   4     48.00
WA420       0904   5     46.00
WA420       0904   6     43.00
WA420       0904   7     44.00
WA420       0904   8     47.00
WA420       0904   9     46.00
WA420       0904  10     45.00
WA420       0904  11     47.00
WA420       0904  12     43.00
WA420       0904  13     43.00
WA420       0904  14     42.00
WA420       0904  15     44.00
WA420       0904  16     43.00
WA420       0904  17     39.00
WA420       0904  18     40.00
WA420       0904  19     40.00
WA420       0904  20     42.00
WA420       0904  21     41.00
WA420       0904  22     43.00
WA420       0904  23     47.00
WA420       0904  24     43.00
WA420       0904  25     48.00
WA420       0904  26     43.00
WA420       0904  27     49.00
WA420       0904  28     47.00
WA420       0904  29     47.00
WA420       0904  30     44.00
WA420       1004   1     53.00
WA420       1004   2     49.00
WA420       1004   3     50.00
WA420       1004   4     49.00
WA420       1004   5     51.00
WA420       1004   6     43.00
WA420       1004   7     42.00
WA420       1004   8     43.00
WA420       1004   9     41.00
WA420       1004  10     43.00
WA420       1004  11     43.00
WA420       1004  12     45.00
WA420       1004  13     49.00
WA420       1004  14     49.00
WA420       1004  15     48.00
WA420       1004  16     45.00
WA420       1004  17     37.00
WA420       1004  18     36.00
WA420       1004  19     41.00
WA420       1004  20     38.00
WA420       1004  21     37.00
WA420       1004  22     37.00
WA420       1004  23     35.00
WA420       1004  24     34.00
WA420       1004  25     34.00
WA420       1004  26     40.00
WA420       1004  27     37.00
WA420       1004  28     35.00
WA420       1004  29     38.00
WA420       1004  30     35.00
WA420       1004  31     32.00
WA420       1104   1     31.00
WA420       1104   2     34.00
WA420       1104   3     31.00
WA420       1104   4     30.00
WA420       1104   5     37.00
WA420       1104   6     38.00
WA420       1104   7     44.00
WA420       1104   8     40.00
WA420       1104   9     37.00
WA420       1104  10     47.00
WA420       1104  11     40.00
WA420       1104  12     40.00
WA420       1104  13     40.00
WA420       1104  14     38.00
WA420       1104  15     39.00
WA420       1104  16     35.00
WA420       1104  17     32.00
WA420       1104  18     34.00
WA420       1104  19     28.00
WA420       1104  20     27.00
WA420       1104  21     30.00
WA420       1104  22     37.00
WA420       1104  23     39.00
WA420       1104  24     44.00
WA420       1104  25     34.00
WA420       1104  26     30.00
WA420       1104  27     30.00
WA420       1104  28     26.00
WA420       1104  29     25.00
WA420       1104  30     32.00
WA420       1204   1     30.00
WA420       1204   2     31.00
WA420       1204   3     33.00
WA420       1204   4     34.00
WA420       1204   5     29.00
WA420       1204   6     30.00
WA420       1204   7     31.00
WA420       1204   8     34.00
WA420       1204   9     34.00
WA420       1204  10     43.00
WA420       1204  11     32.00
WA420       1204  12     35.00
WA420       1204  13     35.00
WA420       1204  14     35.00
WA420       1204  15     32.00
WA420       1204  16     37.00
WA420       1204  17     41.00
WA420       1204  18     43.00
WA420       1204  19     34.00
WA420       1204  20     28.00
WA420       1204  21     28.00
WA420       1204  22     32.00
WA420       1204  23     31.00
WA420       1204  24     35.00
WA420       1204  25     35.00
WA420       1204  26     34.00
WA420       1204  27     38.00
WA420       1204  28     39.00
WA420       1204  29     34.00
WA420       1204  30     32.00
WA420       1204  31     30.00
WA420       0105   1     31.00
WA420       0105   2     29.00
WA420       0105   3   -999.00
WA420       0105   4   -999.00
WA420       0105   5     25.00
WA420       0105   6     25.00
WA420       0105   7     27.00
WA420       0105   8     26.00
WA420       0105   9     26.00
WA420       0105  10     21.00
WA420       0105  11     19.00
WA420       0105  12     29.00
WA420       0105  13     25.00
WA420       0105  14     19.00
WA420       0105  15     18.00
WA420       0105  16     19.00
WA420       0105  17     30.00
WA420       0105  18     47.00
WA420       0105  19     46.00
WA420       0105  20     44.00
WA420       0105  21     43.00
WA420       0105  22     43.00
WA420       0105  23     46.00
WA420       0105  24     44.00
WA420       0105  25     45.00
WA420       0105  26     39.00
WA420       0105  27     38.00
WA420       0105  28     38.00
WA420       0105  29     35.00
WA420       0105  30     35.00
WA420       0105  31     33.00
WA420       0205   1     33.00
WA420       0205   2     40.00
WA420       0205   3     41.00
WA420       0205   4     32.00
WA420       0205   5     28.00
WA420       0205   6     28.00
WA420       0205   7     28.00
WA420       0205   8     28.00
WA420       0205   9     31.00
WA420       0205  10     32.00
WA420       0205  11     33.00
WA420       0205  12     31.00
WA420       0205  13     28.00
WA420       0205  14     21.00
WA420       0205  15     22.00
WA420       0205  16     30.00
WA420       0205  17     35.00
WA420       0205  18     32.00
WA420       0205  19     28.00
WA420       0205  20     31.00
WA420       0205  21     31.00
WA420       0205  22     42.00
WA420       0205  23     44.00
WA420       0205  24     39.00
WA420       0205  25     37.00
WA420       0205  26     39.00
WA420       0205  27     44.00
WA420       0205  28     37.00
WA420       0305   1     37.00
WA420       0305   2     35.00
WA420       0305   3     34.00
WA420       0305   4     35.00
WA420       0305   5     36.00
WA420       0305   6     41.00
WA420       0305   7     42.00
WA420       0305   8     41.00
WA420       0305   9     44.00
WA420       0305  10     43.00
WA420       0305  11     40.00
WA420       0305  12     35.00
WA420       0305  13     37.00
WA420       0305  14     36.00
WA420       0305  15     31.00
WA420       0305  16     32.00
WA420       0305  17     33.00
WA420       0305  18     31.00
WA420       0305  19     31.00
WA420       0305  20     31.00
WA420       0305  21     30.00
WA420       0305  22     33.00
WA420       0305  23     34.00
WA420       0305  24     33.00
WA420       0305  25     33.00
WA420       0305  26     35.00
WA420       0305  27     35.00
WA420       0305  28     33.00
WA420       0305  29     32.00
WA420       0305  30     31.00
WA420       0305  31     34.00
WA420       0405   1     32.00
WA420       0405   2     32.00
WA420       0405   3     34.00
WA420       0405   4     32.00
WA420       0405   5     32.00
WA420       0405   6     40.00
WA420       0405   7     32.00
WA420       0405   8     30.00
WA420       0405   9     31.00
WA420       0405  10     33.00
WA420       0405  11     31.00
WA420       0405  12     28.00
WA420       0405  13     29.00
WA420       0405  14     31.00
WA420       0405  15     33.00
WA420       0405  16     35.00
WA420       0405  17     33.00
WA420       0405  18     34.00
WA420       0405  19     33.00
WA420       0405  20     38.00
WA420       0405  21     41.00
WA420       0405  22     47.00
WA420       0405  23     43.00
WA420       0405  24     41.00
WA420       0405  25     46.00
WA420       0405  26     44.00
WA420       0405  27     46.00
WA420       0405  28     39.00
WA420       0405  29     39.00
WA420       0405  30     41.00
WA420       0505   1     46.00
WA420       0505   2     45.00
WA420       0505   3     43.00
WA420       0505   4     44.00
WA420       0505   5     44.00
WA420       0505   6     42.00
WA420       0505   7     40.00
WA420       0505   8     40.00
WA420       0505   9     44.00
WA420       0505  10     43.00
WA420       0505  11     43.00
WA420       0505  12     44.00
WA420       0505  13     43.00
WA420       0505  14     49.00
WA420       0505  15     44.00
WA420       0505  16     39.00
WA420       0505  17     38.00
WA420       0505  18     41.00
WA420       0505  19     39.00
WA420       0505  20     38.00
WA420       0505  21     36.00
WA420       0505  22     37.00
WA420       0505  23     35.00
WA420       0505  24     36.00
WA420       0505  25     41.00
WA420       0505  26     58.00
WA420       0505  27     62.00
WA420       0505  28     52.00
WA420       0505  29     48.00
WA420       0505  30     46.00
WA420       0505  31     43.00
WA420       0605   1     42.00
WA420       0605   2     43.00
WA420       0605   3     42.00
WA420       0605   4     42.00
WA420       0605   5     38.00
WA420       0605   6     37.00
WA420       0605   7     42.00
WA420       0605   8     40.00
WA420       0605   9     41.00
WA420       0605  10     40.00
WA420       0605  11     39.00
WA420       0605  12     37.00
WA420       0605  13     42.00
WA420       0605  14     41.00
WA420       0605  15     37.00
WA420       0605  16     45.00
WA420       0605  17     42.00
WA420       0605  18     46.00
WA420       0605  19     44.00
WA420       0605  20     48.00
WA420       0605  21     50.00
WA420       0605  22     46.00
WA420       0605  23     42.00
WA420       0605  24     46.00
WA420       0605  25     49.00
WA420       0605  26     47.00
WA420       0605  27     46.00
WA420       0605  28     48.00
WA420       0605  29     49.00
WA420       0605  30     50.00
WA420       0705   1     47.00
WA420       0705   2     43.00
WA420       0705   3     42.00
WA420       0705   4     47.00
WA420       0705   5     50.00
WA420       0705   6     48.00
WA420       0705   7     43.00
WA420       0705   8     47.00
WA420       0705   9     45.00
WA420       0705  10     47.00
WA420       0705  11     47.00
WA420       0705  12     49.00
WA420       0705  13     47.00
WA420       0705  14     47.00
WA420       0705  15     51.00
WA420       0705  16     48.00
WA420       0705  17     47.00
WA420       0705  18     51.00
WA420       0705  19     46.00
WA420       0705  20     48.00
WA420       0705  21     48.00
WA420       0705  22     51.00
WA420       0705  23     46.00
WA420       0705  24     44.00
WA420       0705  25     46.00
WA420       0705  26     51.00
WA420       0705  27     54.00
WA420       0705  28     53.00
WA420       0705  29     50.00
WA420       0705  30     52.00
WA420       0705  31     54.00
WA420       0805   1     47.00
WA420       0805   2     44.00
WA420       0805   3     47.00
WA420       0805   4     59.00
WA420       0805   5     55.00
WA420       0805   6     54.00
WA420       0805   7     52.00
WA420       0805   8     51.00
WA420       0805   9     52.00
WA420       0805  10     50.00
WA420       0805  11     47.00
WA420       0805  12     48.00
WA420       0805  13     56.00
WA420       0805  14     57.00
WA420       0805  15     56.00
WA420       0805  16     51.00
WA420       0805  17     49.00
WA420       0805  18     48.00
WA420       0805  19     49.00
WA420       0805  20     53.00
WA420       0805  21     52.00
WA420       0805  22     49.00
WA420       0805  23     45.00
WA420       0805  24     44.00
WA420       0805  25     57.00
WA420       0805  26     51.00
WA420       0805  27     49.00
WA420       0805  28     48.00
WA420       0805  29     46.00
WA420       0805  30     47.00
WA420       0805  31     47.00
WA420       0905   1     48.00
WA420       0905   2     49.00
WA420       0905   3     46.00
WA420       0905   4     44.00
WA420       0905   5     42.00
WA420       0905   6     45.00
WA420       0905   7     47.00
WA420       0905   8     47.00
WA420       0905   9     43.00
WA420       0905  10     40.00
WA420       0905  11     44.00
WA420       0905  12     43.00
WA420       0905  13     44.00
WA420       0905  14     46.00
WA420       0905  15     44.00
WA420       0905  16     43.00
WA420       0905  17     43.00
WA420       0905  18     42.00
WA420       0905  19     44.00
WA420       0905  20     40.00
WA420       0905  21     38.00
WA420       0905  22     36.00
WA420       0905  23     37.00
WA420       0905  24     37.00
WA420       0905  25     40.00
WA420       0905  26     46.00
WA420       0905  27     41.00
WA420       0905  28     42.00
WA420       0905  29     49.00
WA420       0905  30     42.00
WA420       1005   1     38.00
WA420       1005   2     36.00
WA420       1005   3     37.00
WA420       1005   4     38.00
WA420       1005   5     45.00
WA420       1005   6     45.00
WA420       1005   7     41.00
WA420       1005   8     38.00
WA420       1005   9     40.00
WA420       1005  10     45.00
WA420       1005  11     40.00
WA420       1005  12     42.00
WA420       1005  13     43.00
WA420       1005  14     45.00
WA420       1005  15     43.00
WA420       1005  16     41.00
WA420       1005  17     49.00
WA420       1005  18     45.00
WA420       1005  19     44.00
WA420       1005  20     39.00
WA420       1005  21     46.00
WA420       1005  22     44.00
WA420       1005  23     45.00
WA420       1005  24     46.00
WA420       1005  25     39.00
WA420       1005  26     33.00
WA420       1005  27     33.00
WA420       1005  28     37.00
WA420       1005  29     36.00
WA420       1005  30     36.00
WA420       1005  31     39.00
WA420       1105   1     34.00
WA420       1105   2     34.00
WA420       1105   3     34.00
WA420       1105   4     34.00
WA420       1105   5     34.00
WA420       1105   6     33.00
WA420       1105   7     32.00
WA420       1105   8     30.00
WA420       1105   9     34.00
WA420       1105  10     34.00
WA420       1105  11     32.00
WA420       1105  12     32.00
WA420       1105  13     34.00
WA420       1105  14     29.00
WA420       1105  15     29.00
WA420       1105  16     35.00
WA420       1105  17     38.00
WA420       1105  18     42.00
WA420       1105  19     40.00
WA420       1105  20     40.00
WA420       1105  21     45.00
WA420       1105  22     40.00
WA420       1105  23     31.00
WA420       1105  24     30.00
WA420       1105  25     32.00
WA420       1105  26     28.00
WA420       1105  27     24.00
WA420       1105  28     24.00
WA420       1105  29     28.00
WA420       1105  30     26.00
WA420       1205   1     26.00
WA420       1205   2     27.00
WA420       1205   3     26.00
WA420       1205   4     22.00
WA420       1205   5     32.00
WA420       1205   6     27.00
WA420       1205   7     24.00
WA420       1205   8     26.00
WA420       1205   9     31.00
WA420       1205  10     39.00
WA420       1205  11     33.00
WA420       1205  12     29.00
WA420       1205  13     26.00
WA420       1205  14     25.00
WA420       1205  15     32.00
WA420       1205  16     31.00
WA420       1205  17     24.00
WA420       1205  18     23.00
WA420       1205  19     26.00
WA420       1205  20     32.00
WA420       1205  21     37.00
WA420       1205  22     38.00
WA420       1205  23     38.00
WA420       1205  24     39.00
WA420       1205  25     39.00
WA420       1205  26     33.00
WA420       1205  27     35.00
WA420       1205  28     34.00
WA420       1205  29     33.00
WA420       1205  30     33.00
WA420       1205  31     34.00
WA420       0106   1     33.00
WA420       0106   2     33.00
WA420       0106   3     31.00
WA420       0106   4     31.00
WA420       0106   5     36.00
WA420       0106   6     39.00
WA420       0106   7     33.00
WA420       0106   8     33.00
WA420       0106   9     34.00
WA420       0106  10     34.00
WA420       0106  11     33.00
WA420       0106  12     32.00
WA420       0106  13     34.00
WA420       0106  14     29.00
WA420       0106  15     29.00
WA420       0106  16     31.00
WA420       0106  17     34.00
WA420       0106  18     33.00
WA420       0106  19     33.00
WA420       0106  20     33.00
WA420       0106  21     33.00
WA420       0106  22     33.00
WA420       0106  23     34.00
WA420       0106  24     40.00
WA420       0106  25     33.00
WA420       0106  26     32.00
WA420       0106  27     31.00
WA420       0106  28     32.00
WA420       0106  29     31.00
WA420       0106  30     33.00
WA420       0106  31     31.00
WA420       0206   1     34.00
WA420       0206   2     34.00
WA420       0206   3     34.00
WA420       0206   4     30.00
WA420       0206   5     30.00
WA420       0206   6     34.00
WA420       0206   7     33.00
WA420       0206   8     26.00
WA420       0206   9     27.00
WA420       0206  10     31.00
WA420       0206  11     33.00
WA420       0206  12     31.00
WA420       0206  13     27.00
WA420       0206  14     23.00
WA420       0206  15     19.00
WA420       0206  16     20.00
WA420       0206  17     11.00
WA420       0206  18     16.00
WA420       0206  19     23.00
WA420       0206  20     23.00
WA420       0206  21     31.00
WA420       0206  22     32.00
WA420       0206  23     26.00
WA420       0206  24     19.00
WA420       0206  25     25.00
WA420       0206  26     30.00
WA420       0206  27     33.00
WA420       0206  28     30.00
WA420       0306   1     31.00
WA420       0306   2     31.00
WA420       0306   3     33.00
WA420       0306   4     32.00
WA420       0306   5     34.00
WA420       0306   6     34.00
WA420       0306   7     30.00
WA420       0306   8     26.00
WA420       0306   9     26.00
WA420       0306  10     25.00
WA420       0306  11     27.00
WA420       0306  12     25.00
WA420       0306  13     29.00
WA420       0306  14     29.00
WA420       0306  15     29.00
WA420       0306  16     32.00
WA420       0306  17     32.00
WA420       0306  18     26.00
WA420       0306  19     24.00
WA420       0306  20     37.00
WA420       0306  21     33.00
WA420       0306  22     35.00
WA420       0306  23     40.00
WA420       0306  24     31.00
WA420       0306  25     29.00
WA420       0306  26     30.00
WA420       0306  27     34.00
WA420       0306  28     36.00
WA420       0306  29     35.00
WA420       0306  30     34.00
WA420       0306  31     35.00
WA420       0406   1     33.00
WA420       0406   2     33.00
WA420       0406   3     35.00
WA420       0406   4     32.00
WA420       0406   5     36.00
WA420       0406   6     34.00
WA420       0406   7     35.00
WA420       0406   8     35.00
WA420       0406   9     35.00
WA420       0406  10     34.00
WA420       0406  11     34.00
WA420       0406  12     36.00
WA420       0406  13     33.00
WA420       0406  14     30.00
WA420       0406  15     29.00
WA420       0406  16     29.00
WA420       0406  17     31.00
WA420       0406  18     31.00
WA420       0406  19     38.00
WA420       0406  20     37.00
WA420       0406  21     30.00
WA420       0406  22     29.00
WA420       0406  23     44.00
WA420       0406  24     42.00
WA420       0406  25     38.00
WA420       0406  26     36.00
WA420       0406  27     38.00
WA420       0406  28     43.00
WA420       0406  29     33.00
WA420       0406  30     32.00
WA420       0506   1     31.00
WA420       0506   2     30.00
WA420       0506   3     42.00
WA420       0506   4     44.00
WA420       0506   5     37.00
WA420       0506   6     36.00
WA420       0506   7     34.00
WA420       0506   8     31.00
WA420       0506   9     30.00
WA420       0506  10     38.00
WA420       0506  11     37.00
WA420       0506  12     32.00
WA420       0506  13     34.00
WA420       0506  14     41.00
WA420       0506  15     62.00
WA420       0506  16     53.00
WA420       0506  17     51.00
WA420       0506  18     50.00
WA420       0506  19     49.00
WA420       0506  20     45.00
WA420       0506  21     44.00
WA420       0506  22     40.00
WA420       0506  23     40.00
WA420       0506  24     42.00
WA420       0506  25     40.00
WA420       0506  26     40.00
WA420       0506  27     40.00
WA420       0506  28     40.00
WA420       0506  29     40.00
WA420       0506  30     39.00
WA420       0506  31     51.00
WA420       0606   1     48.00
WA420       0606   2     42.00
WA420       0606   3     40.00
WA420       0606   4     48.00
WA420       0606   5     47.00
WA420       0606   6     47.00
WA420       0606   7     45.00
WA420       0606   8     42.00
WA420       0606   9     43.00
WA420       0606  10     45.00
WA420       0606  11     46.00
WA420       0606  12     52.00
WA420       0606  13     48.00
WA420       0606  14     45.00
WA420       0606  15     45.00
WA420       0606  16     44.00
WA420       0606  17     42.00
WA420       0606  18     41.00
WA420       0606  19     41.00
WA420       0606  20     43.00
WA420       0606  21     42.00
WA420       0606  22     41.00
WA420       0606  23     43.00
WA420       0606  24     48.00
WA420       0606  25     59.00
WA420       0606  26     62.00
WA420       0606  27     49.00
WA420       0606  28     44.00
WA420       0606  29     48.00
WA420       0606  30     53.00
WA420       0706   1     53.00
WA420       0706   2     53.00
WA420       0706   3     54.00
WA420       0706   4     52.00
WA420       0706   5     48.00
WA420       0706   6     45.00
WA420       0706   7     43.00
WA420       0706   8     51.00
WA420       0706   9     56.00
WA420       0706  10     46.00
WA420       0706  11     45.00
WA420       0706  12     47.00
WA420       0706  13     49.00
WA420       0706  14     50.00
WA420       0706  15     48.00
WA420       0706  16     47.00
WA420       0706  17     45.00
WA420       0706  18     47.00
WA420       0706  19     46.00
WA420       0706  20     50.00
WA420       0706  21     71.00
WA420       0706  22     67.00
WA420       0706  23     64.00
WA420       0706  24     60.00
WA420       0706  25     54.00
WA420       0706  26     53.00
WA420       0706  27     53.00
WA420       0706  28     47.00
WA420       0706  29     44.00
WA420       0706  30     44.00
WA420       0706  31     41.00
WA420       0806   1     45.00
WA420       0806   2     45.00
WA420       0806   3     46.00
WA420       0806   4     46.00
WA420       0806   5     48.00
WA420       0806   6     52.00
WA420       0806   7     54.00
WA420       0806   8     48.00
WA420       0806   9     54.00
WA420       0806  10     49.00
WA420       0806  11     44.00
WA420       0806  12     44.00
WA420       0806  13     47.00
WA420       0806  14     51.00
WA420       0806  15     45.00
WA420       0806  16     46.00
WA420       0806  17     47.00
WA420       0806  18     51.00
WA420       0806  19     55.00
WA420       0806  20     53.00
WA420       0806  21     51.00
WA420       0806  22     47.00
WA420       0806  23     46.00
WA420       0806  24     45.00
WA420       0806  25     47.00
WA420       0806  26     52.00
WA420       0806  27     55.00
WA420       0806  28     50.00
WA420       0806  29     43.00
WA420       0806  30     43.00
WA420       0806  31     41.00
WA420       0906   1     57.00
WA420       0906   2     64.00
WA420       0906   3     59.00
WA420       0906   4     55.00
WA420       0906   5     52.00
WA420       0906   6     51.00
WA420       0906   7     49.00
WA420       0906   8     48.00
WA420       0906   9     46.00
WA420       0906  10     43.00
WA420       0906  11     49.00
WA420       0906  12     49.00
WA420       0906  13     41.00
WA420       0906  14     40.00
WA420       0906  15     39.00
WA420       0906  16     41.00
WA420       0906  17     41.00
WA420       0906  18     46.00
WA420       0906  19     44.00
WA420       0906  20     43.00
WA420       0906  21     39.00
WA420       0906  22     39.00
WA420       0906  23     43.00
WA420       0906  24     53.00
WA420       0906  25     53.00
WA420       0906  26     51.00
WA420       0906  27     56.00
WA420       0906  28     52.00
WA420       0906  29     49.00
WA420       0906  30     46.00
WA420       1006   1     40.00
WA420       1006   2     39.00
WA420       1006   3     40.00
WA420       1006   4     45.00
WA420       1006   5     44.00
WA420       1006   6     42.00
WA420       1006   7     36.00
WA420       1006   8     40.00
WA420       1006   9     46.00
WA420       1006  10     45.00
WA420       1006  11     47.00
WA420       1006  12     51.00
WA420       1006  13     46.00
WA420       1006  14     44.00
WA420       1006  15     41.00
WA420       1006  16     40.00
WA420       1006  17     40.00
WA420       1006  18     42.00
WA420       1006  19     41.00
WA420       1006  20     38.00
WA420       1006  21     46.00
WA420       1006  22     41.00
WA420       1006  23     37.00
WA420       1006  24     36.00
WA420       1006  25     36.00
WA420       1006  26     38.00
WA420       1006  27     40.00
WA420       1006  28     39.00
WA420       1006  29     29.00
WA420       1006  30     25.00
WA420       1006  31     25.00
WA420       1106   1     32.00
WA420       1106   2     32.00
WA420       1106   3     40.00
WA420       1106   4     44.00
WA420       1106   5     44.00
WA420       1106   6     48.00
WA420       1106   7     38.00
WA420       1106   8     35.00
WA420       1106   9     34.00
WA420       1106  10     34.00
WA420       1106  11     34.00
WA420       1106  12     34.00
WA420       1106  13     34.00
WA420       1106  14     33.00
WA420       1106  15     33.00
WA420       1106  16     31.00
WA420       1106  17     31.00
WA420       1106  18     35.00
WA420       1106  19     35.00
WA420       1106  20     34.00
WA420       1106  21     33.00
WA420       1106  22     32.00
WA420       1106  23     31.00
WA420       1106  24     30.00
WA420       1106  25     27.00
WA420       1106  26     26.00
WA420       1106  27     23.00
WA420       1106  28     13.00
WA420       1106  29     14.00
WA420       1106  30     28.00
WA420       1206   1     25.00
WA420       1206   2     24.00
WA420       1206   3     29.00
WA420       1206   4     29.00
WA420       1206   5     33.00
